source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_positive,positive_fraction,observed_prevalence,post_positive_risk,post_positive_risk_lo,post_positive_risk_hi,highest_rulein_threshold_supported
348,350,mdcalc:3111,3111,Revised Original Score for Autoimmune Hepatitis (AIH),https://www.mdcalc.com/calc/3111/revised-original-score-autoimmune-hepatitis-aih,Revised Original Score for Autoimmune Hepatitis (AIH),Autoimmune hepatitis,"Wobser et al., 2018",Pretreatment score ≥10 (probable or definite AIH),"Diagnosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,281,70,2,0,209,72,0.256227758,0.2491103203,0.9722222222,0.9042582478,0.9923489781,0.2
349,351,mdcalc:10008,10008,Revised Schwartz Equation for Glomerular Filtration Rate (GFR) (2009),https://www.mdcalc.com/calc/10008/revised-schwartz-equation-glomerular-filtration-rate-gfr-2009,Revised Schwartz Equation for Glomerular Filtration Rate (GFR) (2009),Reduced glomerular filtration rate,"Rampursat et al., 2018",Estimated GFR <60 mL/min/1.73 m²,Formula,Unclear,v2_llm_rounded_metrics,model-extracted,Low,Low,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,148,39,5,3,101,44,0.2972972973,0.2837837838,0.8863636364,0.7602084758,0.950472194,0.2
350,352,mdcalc:10475,10475,Revised Tokuhashi Scoring System,https://www.mdcalc.com/calc/10475/revised-tokuhashi-scoring-system,Revised Tokuhashi Scoring System,Survival <6 months in lung cancer with spinal metastasis,"Choovongkomol et al., 2022",≤8,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,181,142,34,0,5,176,0.9723756906,0.7845303867,0.8068181818,0.7421936873,0.8583352491,0.2
351,353,mdcalc:683,683,Revised Trauma Score,https://www.mdcalc.com/calc/683/revised-trauma-score,Revised Trauma Score,In-hospital mortality after trauma,"Valderrama-Molina et al., 2016",<6.37,Prognosis,Unclear,v2_llm_2x2_raw,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,4085,330,1010,50,2695,1340,0.3280293758,0.09302325581,0.2462686567,0.2239476164,0.2700403124,0.2
352,354,mdcalc:1872,1872,Richmond Agitation-Sedation Scale (RASS),https://www.mdcalc.com/calc/1872/richmond-agitation-sedation-scale-rass,Richmond Agitation-Sedation Scale (RASS),Delirium in older emergency-department patients,"Han et al., 2015",RASS ≠ 0,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,406,42,44,8,312,86,0.2118226601,0.1231527094,0.488372093,0.3855057711,0.5922327916,0.2
353,355,mdcalc:1786,1786,RIETE Score for Risk of Hemorrhage in Pulmonary Embolism Treatment,https://www.mdcalc.com/calc/1786/riete-score-risk-hemorrhage-pulmonary-embolism-treatment,RIETE Score for Risk of Hemorrhage in Pulmonary Embolism Treatment,Major bleeding within 30 days of anticoagulation for acute VTE,"Lecumberri et al., 2021",>4 points,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,82239,230,5645,957,75407,5875,0.07143812546,0.01443354126,0.03914893617,0.03448312258,0.04441702502,0.02
354,356,mdcalc:10019,10019,RIFLE Criteria for Acute Kidney Injury (AKI),https://www.mdcalc.com/calc/10019/rifle-criteria-acute-kidney-injury-aki,RIFLE Criteria for Acute Kidney Injury (AKI),In-hospital mortality in critically ill patients,"Hoste et al., 2006",RIFLE class ≥Risk,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,5383,620,2997,97,1669,3617,0.6719301505,0.133197102,0.171412773,0.1594810774,0.1840416846,0.1
355,357,mdcalc:3166,3166,RIPASA Score for Acute Appendicitis,https://www.mdcalc.com/calc/3166/ripasa-score-acute-appendicitis,RIPASA Score for Acute Appendicitis,Histopathologically confirmed acute appendicitis,"Memon et al., 2022",≥7.5,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,230,204,6,13,7,210,0.9130434783,0.9434782609,0.9714285714,0.9390785552,0.986841054,0.2
356,358,mdcalc:10103,10103,Risk of Malignancy Index (RMI) for Ovarian Cancer,https://www.mdcalc.com/calc/10103/risk-malignancy-index-rmi-ovarian-cancer,Risk of Malignancy Index (RMI) for Ovarian Cancer,Histopathologically confirmed malignant ovarian mass,"Radwan et al., 2023",RMI-I ≥200,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,82,25,4,8,45,29,0.3536585366,0.4024390244,0.8620689655,0.6944100628,0.9450256004,0.2
357,359,mdcalc:3902,3902,Risk of Paradoxical Embolism (RoPE) Score,https://www.mdcalc.com/calc/3902/risk-paradoxical-embolism-rope-score,Risk of Paradoxical Embolism (RoPE) Score,Patent foramen ovale in young patients with cryptogenic stroke,"Prefasi et al., 2016",>7,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Low,Low,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,58,15,13,3,27,28,0.4827586207,0.3103448276,0.5357142857,0.3581268923,0.7046843002,0.2
358,360,mdcalc:10209,10209,RiskE Score for Cardiac Surgery in Active Infective Endocarditis,https://www.mdcalc.com/calc/10209/riske-score-cardiac-surgery-active-infective-endocarditis,RiskE Score for Cardiac Surgery in Active Infective Endocarditis,Perioperative mortality in active left-sided infective endocarditis,"Fernández-Cisneros et al., 2023",RiskE >28,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,142,8,29,0,105,37,0.2605633803,0.05633802817,0.2162162162,0.1138651199,0.3719514839,0.1
359,361,mdcalc:4049,4049,Rochester Criteria for Febrile Infants,https://www.mdcalc.com/calc/4049/rochester-criteria-febrile-infants,Rochester Criteria for Febrile Infants,Invasive bacterial infection in febrile infants ≤60 days old,"Aronson et al., 2018",Not low risk by Rochester Criteria,"Algorithm, Diagnosis, Prognosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,384,110,100,25,149,210,0.546875,0.3515625,0.5238095238,0.4564414473,0.5903221693,0.2
360,362,mdcalc:3643,3643,Rockall Score for Upper GI Bleeding (Pre-Endoscopy),https://www.mdcalc.com/calc/3643/rockall-score-upper-gi-bleeding-pre-endoscopy,Rockall Score for Upper GI Bleeding (Pre-Endoscopy),In-hospital mortality in upper gastrointestinal bleeding,"Kılıç et al., 2023",Pre-endoscopy Rockall score >3,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,592,24,198,7,363,222,0.375,0.05236486486,0.1081081081,0.07373126781,0.1558167483,0.05
361,363,mdcalc:3281,3281,Rome II Diagnostic Criteria for Irritable Bowel Syndrome (IBS),https://www.mdcalc.com/calc/3281/rome-ii-diagnostic-criteria-irritable-bowel-syndrome-ibs,Rome II Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Irritable bowel syndrome,"Ford et al., 2013",Meets Rome II criteria,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1864,341,420,37,1066,761,0.4082618026,0.2027896996,0.4480946124,0.4131108031,0.483599817,0.2
362,364,mdcalc:3165,3165,Rome III Diagnostic Criteria for Irritable Bowel Syndrome (IBS),https://www.mdcalc.com/calc/3165/rome-iii-diagnostic-criteria-irritable-bowel-syndrome-ibs,Rome III Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Irritable bowel syndrome,"Ford et al., 2013",Meets Rome III criteria,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1848,251,304,114,1179,555,0.3003246753,0.1975108225,0.4522522523,0.4113139163,0.4938470213,0.2
363,365,mdcalc:10002,10002,Rome IV Diagnostic Criteria for Functional Dyspepsia,https://www.mdcalc.com/calc/10002/rome-iv-diagnostic-criteria-functional-dyspepsia,Rome IV Diagnostic Criteria for Functional Dyspepsia,Functional dyspepsia,"Wei et al., 2020",Meets Rome IV criteria for functional dyspepsia,Diagnosis,Unclear,v2_llm_2x2_raw,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,600,132,249,64,155,381,0.635,0.3266666667,0.3464566929,0.3004235954,0.3955551062,0.2
364,366,mdcalc:4007,4007,Rome IV Diagnostic Criteria for Irritable Bowel Syndrome (IBS),https://www.mdcalc.com/calc/4007/rome-iv-diagnostic-criteria-irritable-bowel-syndrome-ibs,Rome IV Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Irritable Bowel Syndrome,"Black et al., 2021, Comparison of the Rome IV Criteria With the Rome III Criteria for the Diagnosis of Irritable Bowel Syndrome in Secondary Care","Recurrent abdominal pain ≥1 day/week during the previous 3 months, associated with ≥2 of: related to defecation, change in stool frequency, or change in stool form; symptom onset ≥6 months previously",Diagnosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,572,375,20,80,97,395,0.6905594406,0.7954545455,0.9493670886,0.923091024,0.966986956,0.2
365,367,mdcalc:10288,10288,Roth Score for Hypoxia Screening,https://www.mdcalc.com/calc/10288/roth-score-hypoxia-screening,Roth Score for Hypoxia Screening,Hypoxemia,"ten Broeke et al., 2021, The Roth Score as a Triage Tool for Detecting Hypoxaemia in General Practice: A Diagnostic Validation Study in Patients With Possible COVID-19",Maximum counting number ≤20; hypoxemia defined as room-air SpO₂ <95%,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,105,14,20,1,70,34,0.3238095238,0.1428571429,0.4117647059,0.2636596836,0.5777840612,0.2
366,368,mdcalc:10302,10302,ROX Index for Intubation after HFNC,https://www.mdcalc.com/calc/10302/rox-index-intubation-hfnc,ROX Index for Intubation after HFNC,HFNC Failure Requiring Intubation,"Roca et al., 2019, An Index Combining Respiratory Rate and Oxygenation to Predict Outcome of Nasal High-Flow Therapy",ROX Index <4.88 at 6 hours after HFNC initiation,Prognosis,Unclear,v2_llm_2x2_raw,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,191,57,61,11,62,118,0.6178010471,0.3560209424,0.4830508475,0.3948535347,0.5723169174,0.2
367,369,mdcalc:3808,3808,Seattle Heart Failure Model,https://www.mdcalc.com/calc/3808/seattle-heart-failure-model,Seattle Heart Failure Model,Heart failure—1-year mortality,"Hussain et al., 2014, Validation of the Seattle Heart Failure Model in Heart Failure Population",Predicted 1-year mortality ≥20%,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,118,25,26,3,64,51,0.4322033898,0.2372881356,0.4901960784,0.3585748589,0.6231907611,0.2
368,370,mdcalc:10301,10301,Sepsis-Induced Coagulopathy (SIC) Score,https://www.mdcalc.com/calc/10301/sepsis-induced-coagulopathy-sic-score,Sepsis-Induced Coagulopathy (SIC) Score,Sepsis/septic shock—28-day mortality,"Quy et al., 2026, Sepsis-Induced Coagulopathy and Its Association With Mortality in Patients With Sepsis and Septic Shock",SIC score ≥4,Prognosis,Unclear,v2_llm_rounded_metrics,model-extracted,Moderate,Moderate,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,340,87,129,30,94,216,0.6352941176,0.3441176471,0.4027777778,0.3396216753,0.4693315575,0.2
369,371,mdcalc:691,691,Sequential Organ Failure Assessment (SOFA) Score,https://www.mdcalc.com/calc/691/sequential-organ-failure-assessment-sofa-score,Sequential Organ Failure Assessment (SOFA) Score,Acute respiratory distress syndrome—hospital mortality,"Dao et al., 2025, Predictive Validity of the Sequential Organ Failure Assessment Score for Mortality in Patients With Acute Respiratory Distress Syndrome in Vietnam",SOFA score ≥10,"Diagnosis, Prognosis",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,335,125,47,81,82,172,0.5134328358,0.6149253731,0.726744186,0.6557384468,0.7878429505,0.2
370,372,mdcalc:10648,10648,Sequential Organ Failure Assessment (SOFA)-2 Score,https://www.mdcalc.com/calc/10648/sequential-organ-failure-assessment-sofa-2-score,Sequential Organ Failure Assessment (SOFA)-2 Score,Suspected infection—28-day mortality,"Qin et al., 2026, A Comparative Evaluation of SIRS, NEWS2, SOFA, and the Novel SOFA-2 Score for Sepsis Classification Agreement and Outcome Prediction",SOFA-2 score ≥5,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,516,36,51,13,416,87,0.1686046512,0.09496124031,0.4137931034,0.3160931236,0.5187840327,0.2
371,373,mdcalc:3096,3096,Serum Ascites Albumin Gradient (SAAG),https://www.mdcalc.com/calc/3096/serum-ascites-albumin-gradient-saag,Serum Ascites Albumin Gradient (SAAG),Portal hypertension-related ascites,"Khan et al., 2021, Comparison of Diagnostic Accuracy of Serum Ascitic Albumin Gradient (SAAG) With Ascitic Fluid Total Protein Differentiating Portal Hypertension From Non-Portal Hypertension in Patients With Ascites",SAAG >1.1 g/dL,Formula,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,115,78,6,13,18,84,0.7304347826,0.7913043478,0.9285714286,0.8528043284,0.9668541901,0.2
372,374,mdcalc:91,91,Serum Osmolality/Osmolarity,https://www.mdcalc.com/calc/91/serum-osmolality-osmolarity,Serum Osmolality/Osmolarity,Hyperosmolar dehydration,"Munk et al., 2021",Calculated osmolarity >295 mOsm/L; measured osmolality >300 mOsm/kg,Formula,Unclear,v2_llm_rounded_metrics,model-extracted,Moderate,Moderate,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,90,9,26,1,54,35,0.3888888889,0.1111111111,0.2571428571,0.1416302707,0.4206930684,0.1
373,375,mdcalc:10487,10487,SETscore,https://www.mdcalc.com/calc/10487/setscore,SETscore,Tracheostomy requirement after mechanical ventilation for acute stroke,"Alsherbini et al., 2019",SETscore >10,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,245,113,45,27,60,158,0.6448979592,0.5714285714,0.7151898734,0.6403616917,0.7798025882,0.2
374,376,mdcalc:10280,10280,Severe Community-Acquired Pneumonia (SCAP) Score,https://www.mdcalc.com/calc/10280/severe-community-acquired-pneumonia-scap-score,Severe Community-Acquired Pneumonia (SCAP) Score,Severe community-acquired pneumonia,"España et al., 2006",SCAP score ≥10,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,1121,112,392,21,596,504,0.4495985727,0.1186440678,0.2222222222,0.1881043198,0.2605425066,0.1
375,377,mdcalc:10639,10639,Severity-of-Illness Score for Toxic Epidermal Necrolysis (SCORTEN),https://www.mdcalc.com/calc/10639/severity-illness-score-toxic-epidermal-necrolysis-scorten,Severity-of-Illness Score for Toxic Epidermal Necrolysis (SCORTEN),In-hospital mortality from toxic epidermal necrolysis,"Strużyna et al., 2022",SCORTEN >4,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Low,Low,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,24,3,16,0,5,19,0.7916666667,0.125,0.1578947368,0.05520471639,0.3756547527,0.05
376,378,mdcalc:1732,1732,Sgarbossa's Criteria for MI in Left Bundle Branch Block,https://www.mdcalc.com/calc/1732/sgarbossas-criteria-mi-left-bundle-branch-block,Sgarbossa's Criteria for MI in Left Bundle Branch Block,Acute coronary occlusion with left bundle branch block,"Meyers et al., 2015",Original weighted Sgarbossa score ≥3,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,294,22,0,23,249,22,0.07482993197,0.1530612245,1,0.8513451254,1,0.2
377,379,mdcalc:10513,10513,Shapiro Rule,https://www.mdcalc.com/calc/10513/shapiro-rule,Shapiro Rule,Bacteraemia,"Hodgson et al., 2016",Shapiro score ≥2,Rule Out,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,200,97,63,3,37,160,0.8,0.5,0.60625,0.5289051906,0.678612493,0.2
378,380,mdcalc:1316,1316,Shock Index,https://www.mdcalc.com/calc/1316/shock-index,Shock Index,Critical transfusion requirement after penetrating thoracic trauma,"Barbosa Rengifo et al., 2024",Shock Index >0.9,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,620,38,113,15,454,151,0.2435483871,0.08548387097,0.2516556291,0.1891865354,0.3264470645,0.1
379,381,mdcalc:10058,10058,"Shock Index, Pediatric Age-Adjusted (SIPA)",https://www.mdcalc.com/calc/10058/shock-index-pediatric-age-adjusted-sipa,"Shock Index, Pediatric Age-Adjusted (SIPA)",In-hospital mortality after severe pediatric trauma,"Lammers et al., 2021","Elevated SIPA: >1.2 (ages 1–6), >1.0 (ages 7–12), or >0.9 (ages 13–17)","Diagnosis, Prognosis",Unclear,v2_llm_rounded_metrics,model-extracted,Low,Low,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,10389,536,2808,430,6615,3344,0.3218789104,0.09298296275,0.1602870813,0.1482433695,0.1731103959,0.1
380,382,mdcalc:3962,3962,Shorr Score for MRSA Pneumonia,https://www.mdcalc.com/calc/3962/shorr-score-mrsa-pneumonia,Shorr Score for MRSA Pneumonia,MRSA pneumonia,"Minejima et al., 2014",>1 point,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,268,125,60,9,74,185,0.6902985075,0.5,0.6756756757,0.6052400129,0.738964064,0.2
381,383,mdcalc:4013,4013,Short Michigan Alcoholism Screening Test (SMAST),https://www.mdcalc.com/calc/4013/short-michigan-alcoholism-screening-test,Short Michigan Alcoholism Screening Test (SMAST),Alcohol use disorder,"Nanakorn et al., 2000",SMAST-T ≥4,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,122,59,3,2,58,62,0.5081967213,0.5,0.9516129032,0.8671196207,0.9834083141,0.2
382,384,mdcalc:3817,3817,Simon Broome Diagnostic Criteria for Familial Hypercholesterolemia (FH),https://www.mdcalc.com/calc/3817/simon-broome-diagnostic-criteria-familial-hypercholesterolemia-fh,Simon Broome Diagnostic Criteria for Familial Hypercholesterolemia (FH),Familial hypercholesterolemia,"Abdul-Razak et al., 2017",Definite or possible FH versus no FH,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,755,212,4,203,336,216,0.2860927152,0.5496688742,0.9814814815,0.9533608394,0.9927755314,0.2
383,385,mdcalc:2194,2194,Simple Disease Activity Index (SDAI) for Rheumatoid Arthritis,https://www.mdcalc.com/calc/2194/simple-disease-activity-index-sdai-rheumatoid-arthritis,Simple Disease Activity Index (SDAI) for Rheumatoid Arthritis,Rheumatoid arthritis remission by ACR/EULAR Boolean criteria,"Rintelen et al., 2013",SDAI ≤3.3,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,705,87,82,2,534,169,0.2397163121,0.1262411348,0.5147928994,0.4399552131,0.5889730315,0.2
384,386,mdcalc:10403,10403,Simplified Acute Physiology Score (SAPS) 3,https://www.mdcalc.com/calc/10403/simplified-acute-physiology-score-saps-3,Simplified Acute Physiology Score (SAPS) 3,In-hospital mortality,"Kassam et al., 2021",SAPS 3 ≥54,Prognosis,Unclear,v2_llm_rounded_metrics,model-extracted,Low,Low,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,331,38,28,15,250,66,0.1993957704,0.1601208459,0.5757575758,0.4556065322,0.6875748985,0.2
385,387,mdcalc:4044,4044,Simplified Acute Physiology Score (SAPS) II,https://www.mdcalc.com/calc/4044/simplified-acute-physiology-score-saps-ii,Simplified Acute Physiology Score (SAPS) II,In-hospital mortality in ICU patients with STEMI,"Wang et al., 2021",SAPS II ≥37,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,522,93,107,11,311,200,0.3831417625,0.1992337165,0.465,0.3971856416,0.5341335313,0.2
386,388,mdcalc:3112,3112,Simplified Autoimmune Hepatitis (AIH) Score,https://www.mdcalc.com/calc/3112/simplified-autoimmune-hepatitis-aih-score,Simplified Autoimmune Hepatitis (AIH) Score,Autoimmune hepatitis,"Arcos-Machancoses et al., 2018",Score ≥6,"Diagnosis, Rule Out",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,212,72,4,28,108,76,0.358490566,0.4716981132,0.9473684211,0.8723432742,0.9793445707,0.2
387,389,mdcalc:1832,1832,Simplified Motor Score (SMS),https://www.mdcalc.com/calc/1832/simplified-motor-score-sms,Simplified Motor Score (SMS),Mortality following traumatic brain injury,"Buitendag et al., 2018",SMS <2,"Diagnosis, Prognosis",Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,830,60,179,11,580,239,0.2879518072,0.08554216867,0.2510460251,0.2003052146,0.3096631385,0.2
388,390,mdcalc:1247,1247,Simplified PESI (Pulmonary Embolism Severity Index),https://www.mdcalc.com/calc/1247/simplified-pesi-pulmonary-embolism-severity-index,Simplified PESI (Pulmonary Embolism Severity Index),30-day mortality after acute pulmonary embolism,"Yamashita et al., 2020",sPESI ≥1,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1715,108,1224,2,381,1332,0.7766763848,0.06413994169,0.08108108108,0.06759870036,0.09697281924,0.05
389,391,mdcalc:1096,1096,"SIRS, Sepsis, and Septic Shock Criteria",https://www.mdcalc.com/calc/1096/sirs-sepsis-septic-shock-criteria,"SIRS, Sepsis, and Septic Shock Criteria",In-hospital mortality among ICU patients with suspected infection,"Raith et al., 2017",≥2 SIRS criteria,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,182974,31648,127062,2387,21877,158710,0.8673909954,0.1860100342,0.1994077248,0.1974492861,0.2013807143,0.1
390,392,mdcalc:10034,10034,SLICC Criteria for Systemic Lupus Erythematosus (SLE) 2012,https://www.mdcalc.com/calc/10034/slicc-criteria-systemic-lupus-erythematosus-sle-2012,SLICC Criteria for Systemic Lupus Erythematosus (SLE) 2012,Childhood-onset systemic lupus erythematosus,"Sag et al., 2014","≥4 criteria, including ≥1 clinical and ≥1 immunologic criterion, or biopsy-proven lupus nephritis with ANA/anti-dsDNA",Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,277,152,18,2,105,170,0.6137184116,0.5559566787,0.8941176471,0.838848528,0.9319687494,0.2
391,393,mdcalc:3914,3914,SMART-COP Score for Pneumonia Severity,https://www.mdcalc.com/calc/3914/smart-cop-score-pneumonia-severity,SMART-COP Score for Pneumonia Severity,Need for intensive respiratory or vasopressor support in community-acquired pneumonia,"Fatima et al., 2026",SMART-COP >3,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,209,81,89,5,34,170,0.8133971292,0.4114832536,0.4764705882,0.4027449407,0.5512361174,0.2
392,394,mdcalc:4057,4057,Mayo SPN Malignancy Risk Score,https://www.mdcalc.com/calc/4057/solitary-pulmonary-nodule-spn-malignancy-risk-score-mayo-clinic-model,Solitary Pulmonary Nodule (SPN) Malignancy Risk Score (Mayo Clinic Model),Malignancy in a solid pulmonary nodule,"Susam et al., 2022",Predicted malignancy risk >29.6%,Diagnosis,Unclear,v2_llm_2x2_raw,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,305,153,27,69,56,180,0.5901639344,0.7278688525,0.85,0.7905553743,0.8948177771,0.2
393,395,mdcalc:10554,10554,Spanish Network on Mastocytosis (REMA) Score,https://www.mdcalc.com/calc/10554/spanish-network-mastocytosis-rema-score,Spanish Network on Mastocytosis (REMA) Score,Systemic mastocytosis,"Alvarez-Twose et al., 2012 — prospective validation",≥2,"Diagnosis, Prognosis",Unclear,v2_llm_rounded_metrics,model-extracted,Low,Low,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,158,70,21,10,57,91,0.5759493671,0.5063291139,0.7692307692,0.6728332885,0.8438184017,0.2
394,396,mdcalc:10548,10548,Spinal Instability Neoplastic Scale (SINS) Score,https://www.mdcalc.com/calc/10548/spinal-instability-neoplastic-scale-sins-score,Spinal Instability Neoplastic Scale (SINS) Score,Neoplastic spinal instability,"Fourney et al., 2011 — validity study involving 30 spinal-tumor cases",≥7,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,803,563,44,25,171,607,0.7559153176,0.7322540473,0.9275123558,0.9040863098,0.9455613238,0.2
395,397,mdcalc:10570,10570,SpO₂/FiO₂ Ratio,https://www.mdcalc.com/calc/10570/spo2-fio2-ratio,SpO₂/FiO₂ Ratio,Acute respiratory distress syndrome,"Rice et al., 2007 — external validation dataset","≤235, predicting PaO₂/FiO₂ ≤200",Prognosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2031,1257,84,218,472,1341,0.6602658789,0.7262432299,0.937360179,0.9231001338,0.949121638,0.2
396,398,mdcalc:10613,10613,Steatosis-Associated Fibrosis Estimator (SAFE) Score,https://www.mdcalc.com/calc/10613/steatosis-associated-fibrosis-estimator-SAFE-score,Steatosis-Associated Fibrosis Estimator (SAFE) Score,Clinically significant liver fibrosis (≥F2) in MASLD,"Kim et al., Steatosis-Associated Fibrosis Estimator Score in Asian Patients With Metabolic Dysfunction-Associated Steatotic Liver Disease",SAFE score ≥100,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,492,126,64,68,234,190,0.3861788618,0.3943089431,0.6631578947,0.5933115619,0.7265374548,0.2
