source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_negative,negative_fraction,observed_prevalence,post_negative_risk,post_negative_risk_lo,post_negative_risk_hi,lowest_ruleout_threshold_supported
356,358,mdcalc:10103,10103,Risk of Malignancy Index (RMI) for Ovarian Cancer,https://www.mdcalc.com/calc/10103/risk-malignancy-index-rmi-ovarian-cancer,Risk of Malignancy Index (RMI) for Ovarian Cancer,Histopathologically confirmed malignant ovarian mass,"Radwan et al., 2023",RMI-I ≥200,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,82,25,4,8,45,53,0.6463414634,0.4024390244,0.1509433962,0.07852417851,0.2705424928,
357,359,mdcalc:3902,3902,Risk of Paradoxical Embolism (RoPE) Score,https://www.mdcalc.com/calc/3902/risk-paradoxical-embolism-rope-score,Risk of Paradoxical Embolism (RoPE) Score,Patent foramen ovale in young patients with cryptogenic stroke,"Prefasi et al., 2016",>7,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Low,Low,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,58,15,13,3,27,30,0.5172413793,0.3103448276,0.1,0.03459988875,0.2562108258,
358,360,mdcalc:10209,10209,RiskE Score for Cardiac Surgery in Active Infective Endocarditis,https://www.mdcalc.com/calc/10209/riske-score-cardiac-surgery-active-infective-endocarditis,RiskE Score for Cardiac Surgery in Active Infective Endocarditis,Perioperative mortality in active left-sided infective endocarditis,"Fernández-Cisneros et al., 2023",RiskE >28,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,142,8,29,0,105,105,0.7394366197,0.05633802817,0,0,0.03529407693,0.05
359,361,mdcalc:4049,4049,Rochester Criteria for Febrile Infants,https://www.mdcalc.com/calc/4049/rochester-criteria-febrile-infants,Rochester Criteria for Febrile Infants,Invasive bacterial infection in febrile infants ≤60 days old,"Aronson et al., 2018",Not low risk by Rochester Criteria,"Algorithm, Diagnosis, Prognosis, Rule Out",Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,384,110,100,25,149,174,0.453125,0.3515625,0.1436781609,0.09925149087,0.2034982683,
360,362,mdcalc:3643,3643,Rockall Score for Upper GI Bleeding (Pre-Endoscopy),https://www.mdcalc.com/calc/3643/rockall-score-upper-gi-bleeding-pre-endoscopy,Rockall Score for Upper GI Bleeding (Pre-Endoscopy),In-hospital mortality in upper gastrointestinal bleeding,"Kılıç et al., 2023",Pre-endoscopy Rockall score >3,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,592,24,198,7,363,370,0.625,0.05236486486,0.01891891892,0.009193885338,0.03853078083,0.05
361,363,mdcalc:3281,3281,Rome II Diagnostic Criteria for Irritable Bowel Syndrome (IBS),https://www.mdcalc.com/calc/3281/rome-ii-diagnostic-criteria-irritable-bowel-syndrome-ibs,Rome II Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Irritable bowel syndrome,"Ford et al., 2013",Meets Rome II criteria,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1864,341,420,37,1066,1103,0.5917381974,0.2027896996,0.03354487761,0.02443354314,0.0458940166,0.05
362,364,mdcalc:3165,3165,Rome III Diagnostic Criteria for Irritable Bowel Syndrome (IBS),https://www.mdcalc.com/calc/3165/rome-iii-diagnostic-criteria-irritable-bowel-syndrome-ibs,Rome III Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Irritable bowel syndrome,"Ford et al., 2013",Meets Rome III criteria,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–high,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1848,251,304,114,1179,1293,0.6996753247,0.1975108225,0.08816705336,0.07390706738,0.1048668739,0.2
363,365,mdcalc:10002,10002,Rome IV Diagnostic Criteria for Functional Dyspepsia,https://www.mdcalc.com/calc/10002/rome-iv-diagnostic-criteria-functional-dyspepsia,Rome IV Diagnostic Criteria for Functional Dyspepsia,Functional dyspepsia,"Wei et al., 2020",Meets Rome IV criteria for functional dyspepsia,Diagnosis,Unclear,v2_llm_2x2_raw,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,600,132,249,64,155,219,0.365,0.3266666667,0.2922374429,0.2359996233,0.3556383041,
364,366,mdcalc:4007,4007,Rome IV Diagnostic Criteria for Irritable Bowel Syndrome (IBS),https://www.mdcalc.com/calc/4007/rome-iv-diagnostic-criteria-irritable-bowel-syndrome-ibs,Rome IV Diagnostic Criteria for Irritable Bowel Syndrome (IBS),Irritable Bowel Syndrome,"Black et al., 2021, Comparison of the Rome IV Criteria With the Rome III Criteria for the Diagnosis of Irritable Bowel Syndrome in Secondary Care","Recurrent abdominal pain ≥1 day/week during the previous 3 months, associated with ≥2 of: related to defecation, change in stool frequency, or change in stool form; symptom onset ≥6 months previously",Diagnosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,572,375,20,80,97,177,0.3094405594,0.7954545455,0.4519774011,0.3804538163,0.525541191,
365,367,mdcalc:10288,10288,Roth Score for Hypoxia Screening,https://www.mdcalc.com/calc/10288/roth-score-hypoxia-screening,Roth Score for Hypoxia Screening,Hypoxemia,"ten Broeke et al., 2021, The Roth Score as a Triage Tool for Detecting Hypoxaemia in General Practice: A Diagnostic Validation Study in Patients With Possible COVID-19",Maximum counting number ≤20; hypoxemia defined as room-air SpO₂ <95%,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,105,14,20,1,70,71,0.6761904762,0.1428571429,0.01408450704,0.002490603271,0.0755605052,0.1
366,368,mdcalc:10302,10302,ROX Index for Intubation after HFNC,https://www.mdcalc.com/calc/10302/rox-index-intubation-hfnc,ROX Index for Intubation after HFNC,HFNC Failure Requiring Intubation,"Roca et al., 2019, An Index Combining Respiratory Rate and Oxygenation to Predict Outcome of Nasal High-Flow Therapy",ROX Index <4.88 at 6 hours after HFNC initiation,Prognosis,Unclear,v2_llm_2x2_raw,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,191,57,61,11,62,73,0.3821989529,0.3560209424,0.1506849315,0.08627676664,0.2500190197,
367,369,mdcalc:3808,3808,Seattle Heart Failure Model,https://www.mdcalc.com/calc/3808/seattle-heart-failure-model,Seattle Heart Failure Model,Heart failure—1-year mortality,"Hussain et al., 2014, Validation of the Seattle Heart Failure Model in Heart Failure Population",Predicted 1-year mortality ≥20%,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,118,25,26,3,64,67,0.5677966102,0.2372881356,0.0447761194,0.01534397512,0.1235783309,0.2
368,370,mdcalc:10301,10301,Sepsis-Induced Coagulopathy (SIC) Score,https://www.mdcalc.com/calc/10301/sepsis-induced-coagulopathy-sic-score,Sepsis-Induced Coagulopathy (SIC) Score,Sepsis/septic shock—28-day mortality,"Quy et al., 2026, Sepsis-Induced Coagulopathy and Its Association With Mortality in Patients With Sepsis and Septic Shock",SIC score ≥4,Prognosis,Unclear,v2_llm_rounded_metrics,model-extracted,Moderate,Moderate,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,340,87,129,30,94,124,0.3647058824,0.3441176471,0.2419354839,0.175049967,0.3243299635,
369,371,mdcalc:691,691,Sequential Organ Failure Assessment (SOFA) Score,https://www.mdcalc.com/calc/691/sequential-organ-failure-assessment-sofa-score,Sequential Organ Failure Assessment (SOFA) Score,Acute respiratory distress syndrome—hospital mortality,"Dao et al., 2025, Predictive Validity of the Sequential Organ Failure Assessment Score for Mortality in Patients With Acute Respiratory Distress Syndrome in Vietnam",SOFA score ≥10,"Diagnosis, Prognosis",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,335,125,47,81,82,163,0.4865671642,0.6149253731,0.4969325153,0.4211352328,0.5728710531,
370,372,mdcalc:10648,10648,Sequential Organ Failure Assessment (SOFA)-2 Score,https://www.mdcalc.com/calc/10648/sequential-organ-failure-assessment-sofa-2-score,Sequential Organ Failure Assessment (SOFA)-2 Score,Suspected infection—28-day mortality,"Qin et al., 2026, A Comparative Evaluation of SIRS, NEWS2, SOFA, and the Novel SOFA-2 Score for Sepsis Classification Agreement and Outcome Prediction",SOFA-2 score ≥5,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,516,36,51,13,416,429,0.8313953488,0.09496124031,0.0303030303,0.01779327442,0.0511498876,0.1
371,373,mdcalc:3096,3096,Serum Ascites Albumin Gradient (SAAG),https://www.mdcalc.com/calc/3096/serum-ascites-albumin-gradient-saag,Serum Ascites Albumin Gradient (SAAG),Portal hypertension-related ascites,"Khan et al., 2021, Comparison of Diagnostic Accuracy of Serum Ascitic Albumin Gradient (SAAG) With Ascitic Fluid Total Protein Differentiating Portal Hypertension From Non-Portal Hypertension in Patients With Ascites",SAAG >1.1 g/dL,Formula,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,115,78,6,13,18,31,0.2695652174,0.7913043478,0.4193548387,0.2641554307,0.592337375,
372,374,mdcalc:91,91,Serum Osmolality/Osmolarity,https://www.mdcalc.com/calc/91/serum-osmolality-osmolarity,Serum Osmolality/Osmolarity,Hyperosmolar dehydration,"Munk et al., 2021",Calculated osmolarity >295 mOsm/L; measured osmolality >300 mOsm/kg,Formula,Unclear,v2_llm_rounded_metrics,model-extracted,Moderate,Moderate,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,90,9,26,1,54,55,0.6111111111,0.1111111111,0.01818181818,0.003216780455,0.09605776062,0.1
373,375,mdcalc:10487,10487,SETscore,https://www.mdcalc.com/calc/10487/setscore,SETscore,Tracheostomy requirement after mechanical ventilation for acute stroke,"Alsherbini et al., 2019",SETscore >10,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,245,113,45,27,60,87,0.3551020408,0.5714285714,0.3103448276,0.2228915514,0.4138381926,
374,376,mdcalc:10280,10280,Severe Community-Acquired Pneumonia (SCAP) Score,https://www.mdcalc.com/calc/10280/severe-community-acquired-pneumonia-scap-score,Severe Community-Acquired Pneumonia (SCAP) Score,Severe community-acquired pneumonia,"España et al., 2006",SCAP score ≥10,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,1121,112,392,21,596,617,0.5504014273,0.1186440678,0.0340356564,0.02236750416,0.05147012084,0.1
375,377,mdcalc:10639,10639,Severity-of-Illness Score for Toxic Epidermal Necrolysis (SCORTEN),https://www.mdcalc.com/calc/10639/severity-illness-score-toxic-epidermal-necrolysis-scorten,Severity-of-Illness Score for Toxic Epidermal Necrolysis (SCORTEN),In-hospital mortality from toxic epidermal necrolysis,"Strużyna et al., 2022",SCORTEN >4,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Low,Low,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,24,3,16,0,5,5,0.2083333333,0.125,0,0,0.4344824648,
376,378,mdcalc:1732,1732,Sgarbossa's Criteria for MI in Left Bundle Branch Block,https://www.mdcalc.com/calc/1732/sgarbossas-criteria-mi-left-bundle-branch-block,Sgarbossa's Criteria for MI in Left Bundle Branch Block,Acute coronary occlusion with left bundle branch block,"Meyers et al., 2015",Original weighted Sgarbossa score ≥3,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,294,22,0,23,249,272,0.925170068,0.1530612245,0.08455882353,0.05700536522,0.1236834226,0.2
377,379,mdcalc:10513,10513,Shapiro Rule,https://www.mdcalc.com/calc/10513/shapiro-rule,Shapiro Rule,Bacteraemia,"Hodgson et al., 2016",Shapiro score ≥2,Rule Out,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,200,97,63,3,37,40,0.2,0.5,0.075,0.02583602577,0.1986423352,0.2
378,380,mdcalc:1316,1316,Shock Index,https://www.mdcalc.com/calc/1316/shock-index,Shock Index,Critical transfusion requirement after penetrating thoracic trauma,"Barbosa Rengifo et al., 2024",Shock Index >0.9,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,620,38,113,15,454,469,0.7564516129,0.08548387097,0.03198294243,0.01947622965,0.05209418405,0.1
379,381,mdcalc:10058,10058,"Shock Index, Pediatric Age-Adjusted (SIPA)",https://www.mdcalc.com/calc/10058/shock-index-pediatric-age-adjusted-sipa,"Shock Index, Pediatric Age-Adjusted (SIPA)",In-hospital mortality after severe pediatric trauma,"Lammers et al., 2021","Elevated SIPA: >1.2 (ages 1–6), >1.0 (ages 7–12), or >0.9 (ages 13–17)","Diagnosis, Prognosis",Unclear,v2_llm_rounded_metrics,model-extracted,Low,Low,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,10389,536,2808,430,6615,7045,0.6781210896,0.09298296275,0.06103619588,0.05568164752,0.0668691949,0.1
380,382,mdcalc:3962,3962,Shorr Score for MRSA Pneumonia,https://www.mdcalc.com/calc/3962/shorr-score-mrsa-pneumonia,Shorr Score for MRSA Pneumonia,MRSA pneumonia,"Minejima et al., 2014",>1 point,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,268,125,60,9,74,83,0.3097014925,0.5,0.1084337349,0.05810491519,0.1934046646,0.2
381,383,mdcalc:4013,4013,Short Michigan Alcoholism Screening Test (SMAST),https://www.mdcalc.com/calc/4013/short-michigan-alcoholism-screening-test,Short Michigan Alcoholism Screening Test (SMAST),Alcohol use disorder,"Nanakorn et al., 2000",SMAST-T ≥4,Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,122,59,3,2,58,60,0.4918032787,0.5,0.03333333333,0.009189319256,0.1136377427,0.2
382,384,mdcalc:3817,3817,Simon Broome Diagnostic Criteria for Familial Hypercholesterolemia (FH),https://www.mdcalc.com/calc/3817/simon-broome-diagnostic-criteria-familial-hypercholesterolemia-fh,Simon Broome Diagnostic Criteria for Familial Hypercholesterolemia (FH),Familial hypercholesterolemia,"Abdul-Razak et al., 2017",Definite or possible FH versus no FH,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,755,212,4,203,336,539,0.7139072848,0.5496688742,0.3766233766,0.3367265195,0.4182664019,
383,385,mdcalc:2194,2194,Simple Disease Activity Index (SDAI) for Rheumatoid Arthritis,https://www.mdcalc.com/calc/2194/simple-disease-activity-index-sdai-rheumatoid-arthritis,Simple Disease Activity Index (SDAI) for Rheumatoid Arthritis,Rheumatoid arthritis remission by ACR/EULAR Boolean criteria,"Rintelen et al., 2013",SDAI ≤3.3,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,705,87,82,2,534,536,0.7602836879,0.1262411348,0.003731343284,0.001023866022,0.01350161862,0.02
384,386,mdcalc:10403,10403,Simplified Acute Physiology Score (SAPS) 3,https://www.mdcalc.com/calc/10403/simplified-acute-physiology-score-saps-3,Simplified Acute Physiology Score (SAPS) 3,In-hospital mortality,"Kassam et al., 2021",SAPS 3 ≥54,Prognosis,Unclear,v2_llm_rounded_metrics,model-extracted,Low,Low,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,331,38,28,15,250,265,0.8006042296,0.1601208459,0.05660377358,0.03459923673,0.09127963243,0.1
385,387,mdcalc:4044,4044,Simplified Acute Physiology Score (SAPS) II,https://www.mdcalc.com/calc/4044/simplified-acute-physiology-score-saps-ii,Simplified Acute Physiology Score (SAPS) II,In-hospital mortality in ICU patients with STEMI,"Wang et al., 2021",SAPS II ≥37,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,522,93,107,11,311,322,0.6168582375,0.1992337165,0.03416149068,0.019180397,0.0601264503,0.1
386,388,mdcalc:3112,3112,Simplified Autoimmune Hepatitis (AIH) Score,https://www.mdcalc.com/calc/3112/simplified-autoimmune-hepatitis-aih-score,Simplified Autoimmune Hepatitis (AIH) Score,Autoimmune hepatitis,"Arcos-Machancoses et al., 2018",Score ≥6,"Diagnosis, Rule Out",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,212,72,4,28,108,136,0.641509434,0.4716981132,0.2058823529,0.1464599711,0.281463617,
387,389,mdcalc:1832,1832,Simplified Motor Score (SMS),https://www.mdcalc.com/calc/1832/simplified-motor-score-sms,Simplified Motor Score (SMS),Mortality following traumatic brain injury,"Buitendag et al., 2018",SMS <2,"Diagnosis, Prognosis",Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,830,60,179,11,580,591,0.7120481928,0.08554216867,0.01861252115,0.0104241269,0.03301847186,0.05
388,390,mdcalc:1247,1247,Simplified PESI (Pulmonary Embolism Severity Index),https://www.mdcalc.com/calc/1247/simplified-pesi-pulmonary-embolism-severity-index,Simplified PESI (Pulmonary Embolism Severity Index),30-day mortality after acute pulmonary embolism,"Yamashita et al., 2020",sPESI ≥1,Prognosis,Unclear,v2_llm_event_counts,model-extracted,Moderate–High,Moderate-high,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1715,108,1224,2,381,383,0.2233236152,0.06413994169,0.005221932115,0.001433212162,0.01883725948,0.02
389,391,mdcalc:1096,1096,"SIRS, Sepsis, and Septic Shock Criteria",https://www.mdcalc.com/calc/1096/sirs-sepsis-septic-shock-criteria,"SIRS, Sepsis, and Septic Shock Criteria",In-hospital mortality among ICU patients with suspected infection,"Raith et al., 2017",≥2 SIRS criteria,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,182974,31648,127062,2387,21877,24264,0.1326090046,0.1860100342,0.09837619519,0.09469217438,0.1021873654,0.2
390,392,mdcalc:10034,10034,SLICC Criteria for Systemic Lupus Erythematosus (SLE) 2012,https://www.mdcalc.com/calc/10034/slicc-criteria-systemic-lupus-erythematosus-sle-2012,SLICC Criteria for Systemic Lupus Erythematosus (SLE) 2012,Childhood-onset systemic lupus erythematosus,"Sag et al., 2014","≥4 criteria, including ≥1 clinical and ≥1 immunologic criterion, or biopsy-proven lupus nephritis with ANA/anti-dsDNA",Diagnosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,277,152,18,2,105,107,0.3862815884,0.5559566787,0.01869158879,0.005140964836,0.06560385307,0.1
391,393,mdcalc:3914,3914,SMART-COP Score for Pneumonia Severity,https://www.mdcalc.com/calc/3914/smart-cop-score-pneumonia-severity,SMART-COP Score for Pneumonia Severity,Need for intensive respiratory or vasopressor support in community-acquired pneumonia,"Fatima et al., 2026",SMART-COP >3,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,209,81,89,5,34,39,0.1866028708,0.4114832536,0.1282051282,0.05602817537,0.2670574338,
392,394,mdcalc:4057,4057,Mayo SPN Malignancy Risk Score,https://www.mdcalc.com/calc/4057/solitary-pulmonary-nodule-spn-malignancy-risk-score-mayo-clinic-model,Solitary Pulmonary Nodule (SPN) Malignancy Risk Score (Mayo Clinic Model),Malignancy in a solid pulmonary nodule,"Susam et al., 2022",Predicted malignancy risk >29.6%,Diagnosis,Unclear,v2_llm_2x2_raw,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,305,153,27,69,56,125,0.4098360656,0.7278688525,0.552,0.4645681036,0.6363310955,
393,395,mdcalc:10554,10554,Spanish Network on Mastocytosis (REMA) Score,https://www.mdcalc.com/calc/10554/spanish-network-mastocytosis-rema-score,Spanish Network on Mastocytosis (REMA) Score,Systemic mastocytosis,"Alvarez-Twose et al., 2012 — prospective validation",≥2,"Diagnosis, Prognosis",Unclear,v2_llm_rounded_metrics,model-extracted,Low,Low,Metric-reconstructed,Exact outcome is not separately encoded in every frozen row; verify against source.,158,70,21,10,57,67,0.4240506329,0.5063291139,0.1492537313,0.08314273434,0.2534039605,
394,396,mdcalc:10548,10548,Spinal Instability Neoplastic Scale (SINS) Score,https://www.mdcalc.com/calc/10548/spinal-instability-neoplastic-scale-sins-score,Spinal Instability Neoplastic Scale (SINS) Score,Neoplastic spinal instability,"Fourney et al., 2011 — validity study involving 30 spinal-tumor cases",≥7,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,803,563,44,25,171,196,0.2440846824,0.7322540473,0.1275510204,0.08790899775,0.1815118679,0.2
395,397,mdcalc:10570,10570,SpO₂/FiO₂ Ratio,https://www.mdcalc.com/calc/10570/spo2-fio2-ratio,SpO₂/FiO₂ Ratio,Acute respiratory distress syndrome,"Rice et al., 2007 — external validation dataset","≤235, predicting PaO₂/FiO₂ ≤200",Prognosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2031,1257,84,218,472,690,0.3397341211,0.7262432299,0.315942029,0.2823546619,0.351567473,
396,398,mdcalc:10613,10613,Steatosis-Associated Fibrosis Estimator (SAFE) Score,https://www.mdcalc.com/calc/10613/steatosis-associated-fibrosis-estimator-SAFE-score,Steatosis-Associated Fibrosis Estimator (SAFE) Score,Clinically significant liver fibrosis (≥F2) in MASLD,"Kim et al., Steatosis-Associated Fibrosis Estimator Score in Asian Patients With Metabolic Dysfunction-Associated Steatotic Liver Disease",SAFE score ≥100,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,492,126,64,68,234,302,0.6138211382,0.3943089431,0.2251655629,0.1816786565,0.2755564723,
397,399,mdcalc:1801,1801,Step-by-Step Approach to Febrile Infants,https://www.mdcalc.com/calc/1801/step-step-approach-febrile-infants,Step-by-Step Approach to Febrile Infants,Invasive bacterial infection,"Gomez et al., Validation of the “Step-by-Step” Approach in the Management of Young Febrile Infants",Rule-positive: not classified as low risk by the complete Step-by-Step algorithm,"Algorithm, Diagnosis, Prognosis",Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2185,80,1114,7,984,991,0.4535469108,0.03981693364,0.007063572149,0.003425736498,0.01450823546,0.02
398,400,mdcalc:2044,2044,STONE Nephrolithometry Score,https://www.mdcalc.com/calc/2044/stone-nephrolithometry-score-renal-calculi,S.T.O.N.E. Nephrolithometry Score for Renal Calculi,Stone-free status after percutaneous nephrolithotomy,"Oka et al., Validity S.T.O.N.E. Nephrolithometry Scoring to Predict Stone-Free Status in Kidney Stone Patients After Percutaneous Nephrolithotomy",S.T.O.N.E. score <9 predicts stone-free status,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,50,20,5,13,12,25,0.5,0.66,0.52,0.3349851695,0.6996871405,
399,401,mdcalc:10110,10110,STONE Score for Uncomplicated Ureteral Stone,https://www.mdcalc.com/calc/10110/stone-score-uncomplicated-ureteral-stone,STONE Score for Uncomplicated Ureteral Stone,Ureteral stone on CT,"Wang et al., External Validation of the STONE Score, a Clinical Prediction Rule for Ureteral Stone: An Observational Multi-institutional Study",High-risk STONE score: 10–13,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,845,176,66,155,448,603,0.7136094675,0.3917159763,0.2570480929,0.2237825769,0.293389502,
400,402,mdcalc:3992,3992,STOP-BANG Score for Obstructive Sleep Apnea,https://www.mdcalc.com/calc/3992/stop-bang-score-obstructive-sleep-apnea,STOP-BANG Score for Obstructive Sleep Apnea,Obstructive sleep apnea (AHI ≥5 events/hour),"Popević et al., Screening Commercial Drivers for Obstructive Sleep Apnea: Validation of STOP-Bang Questionnaire",STOP-BANG score ≥3,Diagnosis,Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,100,49,20,8,23,31,0.31,0.57,0.2580645161,0.1370170591,0.4324613581,
401,403,mdcalc:10468,10468,STUMBL/Battle Score,https://www.mdcalc.com/calc/10468/stumbl-battle-score,STUMBL/Battle Score,Complications following blunt chest-wall trauma,"Callisto et al., The Clinical Effectiveness of the STUMBL Score for the Management of ED Patients With Blunt Chest Trauma Compared to Clinical Evaluation Alone",STUMBL score ≥11,Prognosis,Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,369,49,68,13,239,252,0.6829268293,0.1680216802,0.05158730159,0.03039251236,0.08624792175,0.1
402,404,mdcalc:10085,10085,Subaxial Injury Classification and Severity Scale (SLICS),https://www.mdcalc.com/calc/10085/subaxial-injury-classification-severity-scale-slics,Subaxial Injury Classification and Severity Scale (SLICS),Surgical treatment of pediatric subaxial cervical-spine injury,"Piazza et al., Validation of the Subaxial Cervical Spine Injury Classification Score in Children: A Single-Institution Experience at a Level 1 Pediatric Trauma Center",Operative recommendation: SLICS ≥5,"Diagnosis, Prognosis, Treatment",Unclear,v2_llm_event_counts,model-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,229,19,8,5,197,202,0.8820960699,0.1048034934,0.02475247525,0.01061807693,0.05662522235,0.1
403,405,mdcalc:10079,10079,Subtle Anterior STEMI Calculator (4-Variable),https://www.mdcalc.com/calc/10079/subtle-anterior-stemi-calculator-4-variable,Subtle Anterior STEMI Calculator (4-Variable),Subtle anterior STEMI versus benign-variant ST elevation,"Bozbeyoğlu et al., A Tale of Two Formulas: Differentiation of Subtle Anterior MI From Benign ST-Segment Elevation",Four-variable score ≥18.2,"Diagnosis, Formula",Unclear,v2_llm_sens_spec_prev,model-extracted,Moderate,Moderate,Reported sensitivity/specificity,Exact outcome is not separately encoded in every frozen row; verify against source.,334,115,24,23,172,195,0.5838323353,0.4131736527,0.1179487179,0.07989412293,0.1707651667,0.2
